ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,type
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.027674,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.027752,7.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.027802,5.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.02784,3.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.02788,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.027926,4.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.027954,2.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.027995,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028042,4.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028086,4.40E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028125,3.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028166,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028209,4.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028245,3.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028274,2.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028314,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028362,4.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028401,3.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028446,4.50E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028473,2.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028505,3.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028547,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028589,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.02862,3.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028653,3.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028776,0.000123,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028821,4.50E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028863,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028905,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028946,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.028986,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.02903,4.40E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029066,3.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029106,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029152,4.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029192,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029238,4.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029267,2.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029307,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029358,5.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029395,3.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029426,3.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029458,3.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029498,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029543,4.50E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029588,4.50E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029652,6.40E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029704,5.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029747,4.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029789,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029829,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029882,5.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029924,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.029964,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030005,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030048,4.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030084,3.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030124,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03017,4.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030211,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03025,3.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03029,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030336,4.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030348,1.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030407,5.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03046,5.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030502,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030537,3.50E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030578,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030637,5.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030714,7.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030764,5.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030803,3.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030844,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030896,5.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030938,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.030984,4.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.031012,2.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.031053,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.031101,4.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.031144,4.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.031303,0.000159,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.031532,0.000229,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.031583,5.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.031628,4.50E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.031766,0.000138,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.031808,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03185,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03189,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.031934,4.40E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.031977,4.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.032018,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.032048,3.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03208,3.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.032122,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.032163,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.032204,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03225,4.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.032262,1.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03232,5.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.032371,5.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.032411,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.032449,3.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03249,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.032538,4.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03259,5.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033017,0.000427,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033033,1.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033101,6.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033153,5.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033207,5.40E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033248,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033286,3.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033327,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033374,4.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033386,1.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033445,5.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033487,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033527,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033593,6.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033646,5.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033688,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033731,4.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033771,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033813,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033854,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033895,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033935,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.033979,4.40E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034014,3.50E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034045,3.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034165,0.00012,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034197,3.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034228,3.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034269,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034308,3.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034349,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034401,5.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034441,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034478,3.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034519,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034596,7.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034635,3.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034678,4.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034719,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034759,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034805,4.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034816,1.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034875,5.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.034928,5.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03497,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035014,4.40E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035057,4.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035097,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035137,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035184,4.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035195,1.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035253,5.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035338,8.50E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03545,0.000112,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035488,3.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035548,6.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035591,4.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035635,4.40E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035682,4.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035719,3.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03575,3.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035781,3.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035822,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03587,4.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035904,3.40E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035945,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.035987,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036026,3.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036073,4.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036103,3.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036136,3.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036177,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036219,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036259,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036299,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036341,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036387,4.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036415,2.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036454,3.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036524,7.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036583,5.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036624,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036664,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036696,3.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036737,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036782,4.50E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03682,3.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036851,3.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036883,3.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.036923,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03697,4.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037036,6.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037068,3.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037099,3.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037186,8.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037228,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037269,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037308,3.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037355,4.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037366,1.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03743,6.40E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037483,5.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037524,4.10E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037564,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037604,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03765,4.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037678,2.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037718,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037766,4.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037808,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037854,4.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037883,2.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037915,3.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.037954,3.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.038002,4.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.038044,4.20E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.038084,4.00E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.038123,3.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03817,4.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.038198,2.80E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.038231,3.30E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.03827,3.90E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.038317,4.70E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.038361,4.40E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.038405,4.40E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.038451,4.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.038507,5.60E-05,0,0,dos
38,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0.038536,2.90E-05,0,0,dos
