ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,type
60,1,0,0,0,0,64,6,64240,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,bruteforce
60,1,0,0,0,0,64,6,5792,1,0,0,0,0,18,0.000277,0,0,0,0,0.000277,0.000277,0.000277,0.000277,bruteforce
52,1,0,0,0,0,64,6,64256,1,1,0,0,0,16,1.80E-05,0,0,0,0,0.000295,1.80E-05,0.000295,1.80E-05,bruteforce
74,1,0,0,0,0,64,6,64256,1,1,22,0,0,24,0,0,0,0,0,0.000368,7.30E-05,0.000368,7.30E-05,bruteforce
52,1,0,0,0,0,64,6,5824,23,1,0,0,0,16,0.000278,0,0,0,0,0.000646,0.000278,0.000646,0.000278,bruteforce
90,1,0,0,0,0,64,6,5824,23,1,38,0,0,24,0,0,0,0,0,0.002574,0.001928,0.002574,0.001928,bruteforce
52,1,0,0,0,0,64,6,64256,39,23,0,0,0,16,1.40E-05,0,0,0,0,0.002588,1.40E-05,0.002588,1.40E-05,bruteforce
1028,1,0,0,0,0,64,6,64256,39,23,976,0,0,24,0,0,0,0,0,0.00277,0.000182,0.00277,0.000182,bruteforce
836,1,0,0,0,0,64,6,5824,23,39,784,0,0,24,0,0,0,0,0,0.002864,9.40E-05,0.002864,9.40E-05,bruteforce
52,1,0,0,0,0,64,6,64128,823,999,0,0,0,16,3.20E-05,0,0,0,0,0.002896,3.20E-05,0.002896,3.20E-05,bruteforce
52,1,0,0,0,0,64,6,7744,999,823,0,0,0,16,0.036566,0,0,0,0,0.039336,0.03644,0.039336,0.03644,bruteforce
76,1,0,0,0,0,64,6,64128,823,999,24,0,0,24,0,0,0,0,0,0.039362,2.60E-05,0.039362,2.60E-05,bruteforce
52,1,0,0,0,0,64,6,7744,1023,823,0,0,0,16,0.00025,0,0,0,0,0.039612,0.00025,0.039612,0.00025,bruteforce
332,1,0,0,0,0,64,6,7744,1023,823,280,0,0,24,0,0,0,0,0,0.041664,0.002052,0.041664,0.002052,bruteforce
52,1,0,0,0,0,64,6,64128,1103,1023,0,0,0,16,3.40E-05,0,0,0,0,0.041698,3.40E-05,0.041698,3.40E-05,bruteforce
324,1,0,0,0,0,64,6,64128,1103,1023,272,0,0,24,0,0,0,0,0,0.045678,0.00398,0.045678,0.00398,bruteforce
900,1,0,0,0,0,64,6,9728,1295,1103,848,0,0,24,0.009849,0,0,0,0,0.055527,0.009849,0.055527,0.009849,bruteforce
52,1,0,0,0,0,64,6,64128,1951,1295,0,0,0,16,3.50E-05,0,0,0,0,0.055562,3.50E-05,0.055562,3.50E-05,bruteforce
68,1,0,0,0,0,64,6,64128,1951,1295,16,0,0,24,0,0,0,0,0,0.058103,0.002541,0.058103,0.002541,bruteforce
52,1,0,0,0,0,64,6,9728,1311,1951,0,0,0,16,0.031077,0,0,0,0,0.08918,0.031077,0.08918,0.031077,bruteforce
104,1,0,0,0,0,64,6,64128,1951,1311,52,0,0,24,0,0,0,0,0,0.089207,2.70E-05,0.089207,2.70E-05,bruteforce
52,1,0,0,0,0,64,6,9728,1363,1951,0,0,0,16,0.000338,0,0,0,0,0.089545,0.000338,0.089545,0.000338,bruteforce
104,1,0,0,0,0,64,6,9728,1363,1951,52,0,0,24,0,0,0,0,0,0.089693,0.000148,0.089693,0.000148,bruteforce
120,1,0,0,0,0,64,6,64128,2003,1363,68,0,0,24,0.000148,0,0,0,0,0.089841,0.000148,0.089841,0.000148,bruteforce
120,1,0,0,0,0,64,6,9728,1431,2003,68,0,0,24,0.003664,0,0,0,0,0.093505,0.003664,0.093505,0.003664,bruteforce
104,1,0,0,0,0,64,6,64128,2071,1431,52,0,0,24,0.000172,0,0,0,0,0.093677,0.000172,0.093677,0.000172,bruteforce
52,1,0,0,0,0,64,6,64128,2071,1483,0,0,0,17,0,0,0,0,0,0.093712,3.50E-05,0.093712,3.50E-05,bruteforce
52,1,0,0,0,0,64,6,9728,1484,2071,0,0,0,17,0.000516,0,0,0,0,0.094228,0.000516,0.094228,0.000516,bruteforce
52,1,0,0,0,0,64,6,64128,2072,1484,0,0,0,16,1.80E-05,0,0,0,0,0.094246,1.80E-05,0.094246,1.80E-05,bruteforce
60,1,0,0,0,0,64,6,64240,0,0,0,1,0,2,0,0,0,0,0,0.313115,0.218869,0,0,bruteforce
60,1,0,0,0,0,64,6,64240,0,0,0,2,0,2,0,0,0,0,0,0.313295,0.00018,0,0,bruteforce
60,1,0,0,0,0,64,6,5792,1,0,0,1,0,18,0.000316,0,0,0,0,0.313431,0.000136,0.000316,0.000316,bruteforce
52,1,0,0,0,0,64,6,64256,1,1,0,1,0,16,4.90E-05,0,0,0,0,0.31348,4.90E-05,0.000365,4.90E-05,bruteforce
60,1,0,0,0,0,64,6,5792,1,0,0,2,0,18,0.00024,0,0,0,0,0.313535,5.50E-05,0.00024,0.00024,bruteforce
52,1,0,0,0,0,64,6,64256,1,1,0,2,0,16,8.00E-06,0,0,0,0,0.313543,8.00E-06,0.000248,8.00E-06,bruteforce
60,1,0,0,0,0,64,6,64240,0,0,0,3,0,2,0,0,0,0,0,0.313633,9.00E-05,0,0,bruteforce
74,1,0,0,0,0,64,6,64256,1,1,22,2,0,24,0,0,0,0,0,0.313663,3.00E-05,0.000368,0.00012,bruteforce
74,1,0,0,0,0,64,6,64256,1,1,22,1,0,24,0,0,0,0,0,0.313668,5.00E-06,0.000553,0.000188,bruteforce
60,1,0,0,0,0,64,6,5792,1,0,0,3,0,18,0.000173,0,0,0,0,0.313806,0.000138,0.000173,0.000173,bruteforce
52,1,0,0,0,0,64,6,64256,1,1,0,3,0,16,1.10E-05,0,0,0,0,0.313817,1.10E-05,0.000184,1.10E-05,bruteforce
52,1,0,0,0,0,64,6,5824,23,1,0,2,0,16,0.000143,0,0,0,0,0.313806,-1.10E-05,0.000511,0.000143,bruteforce
52,1,0,0,0,0,64,6,5824,23,1,0,1,0,16,0.000138,0,0,0,0,0.313806,0,0.000691,0.000138,bruteforce
60,1,0,0,0,0,64,6,64240,0,0,0,4,0,2,0,0,0,0,0,0.313835,2.90E-05,0,0,bruteforce
74,1,0,0,0,0,64,6,64256,1,1,22,3,0,24,0,0,0,0,0,0.313843,8.00E-06,0.00021,2.60E-05,bruteforce
60,1,0,0,0,0,64,6,5792,1,0,0,4,0,18,0.000171,0,0,0,0,0.314006,0.000163,0.000171,0.000171,bruteforce
52,1,0,0,0,0,64,6,64256,1,1,0,4,0,16,1.50E-05,0,0,0,0,0.314021,1.50E-05,0.000186,1.50E-05,bruteforce
52,1,0,0,0,0,64,6,5824,23,1,0,3,0,16,0.000163,0,0,0,0,0.314006,-1.50E-05,0.000373,0.000163,bruteforce
74,1,0,0,0,0,64,6,64256,1,1,22,4,0,24,0,0,0,0,0,0.314059,5.30E-05,0.000224,3.80E-05,bruteforce
52,1,0,0,0,0,64,6,5824,23,1,0,4,0,16,0.00015,0,0,0,0,0.314209,0.00015,0.000374,0.00015,bruteforce
90,1,0,0,0,0,64,6,5824,23,1,38,1,0,24,0,0,0,0,0,0.316475,0.002266,0.00336,0.002669,bruteforce
52,1,0,0,0,0,64,6,64256,39,23,0,1,0,16,2.10E-05,0,0,0,0,0.316496,2.10E-05,0.003381,2.10E-05,bruteforce
836,1,0,0,0,0,64,6,5824,23,39,784,1,0,24,0,0,0,0,0,0.316762,0.000266,0.003647,0.000266,bruteforce
52,1,0,0,0,0,64,6,64128,823,23,0,1,0,16,1.00E-05,0,0,0,0,0.316772,1.00E-05,0.003657,1.00E-05,bruteforce
1028,1,0,0,0,0,64,6,64128,823,23,976,1,0,24,0,0,0,0,0,0.316973,0.000201,0.003858,0.000201,bruteforce
90,1,0,0,0,0,64,6,5824,23,1,38,2,0,24,0,0,0,0,0,0.319166,0.002193,0.005871,0.00536,bruteforce
52,1,0,0,0,0,64,6,64256,39,23,0,2,0,16,2.30E-05,0,0,0,0,0.319189,2.30E-05,0.005894,2.30E-05,bruteforce
1028,1,0,0,0,0,64,6,64256,39,23,976,2,0,24,0,0,0,0,0,0.319566,0.000377,0.006271,0.000377,bruteforce
836,1,0,0,0,0,64,6,5824,23,39,784,2,0,24,0,0,0,0,0,0.319572,6.00E-06,0.006277,6.00E-06,bruteforce
52,1,0,0,0,0,64,6,63488,823,999,0,2,0,16,3.50E-05,0,0,0,0,0.319607,3.50E-05,0.006312,3.50E-05,bruteforce
90,1,0,0,0,0,64,6,5824,23,1,38,3,0,24,0,0,0,0,0,0.321713,0.002106,0.00808,0.007707,bruteforce
52,1,0,0,0,0,64,6,64256,39,23,0,3,0,16,2.00E-05,0,0,0,0,0.321733,2.00E-05,0.0081,2.00E-05,bruteforce
836,1,0,0,0,0,64,6,5824,23,39,784,3,0,24,0,0,0,0,0,0.321924,0.000191,0.008291,0.000191,bruteforce
52,1,0,0,0,0,64,6,64128,823,23,0,3,0,16,8.00E-06,0,0,0,0,0.321932,8.00E-06,0.008299,8.00E-06,bruteforce
1028,1,0,0,0,0,64,6,64128,823,23,976,3,0,24,0,0,0,0,0,0.32219,0.000258,0.008557,0.000258,bruteforce
90,1,0,0,0,0,64,6,5824,23,1,38,4,0,24,0,0,0,0,0,0.323985,0.001795,0.01015,0.009776,bruteforce
52,1,0,0,0,0,64,6,64256,39,23,0,4,0,16,1.80E-05,0,0,0,0,0.324003,1.80E-05,0.010168,1.80E-05,bruteforce
836,1,0,0,0,0,64,6,5824,23,39,784,4,0,24,0,0,0,0,0,0.324186,0.000183,0.010351,0.000183,bruteforce
52,1,0,0,0,0,64,6,64128,823,23,0,4,0,16,4.00E-06,0,0,0,0,0.32419,4.00E-06,0.010355,4.00E-06,bruteforce
1028,1,0,0,0,0,64,6,64128,823,23,976,4,0,24,0,0,0,0,0,0.324284,9.40E-05,0.010449,9.40E-05,bruteforce
52,1,0,0,0,0,64,6,7744,999,823,0,1,0,16,0.031179,0,0,0,0,0.348152,0.023868,0.035037,0.031179,bruteforce
76,1,0,0,0,0,64,6,64128,823,999,24,1,0,24,0,0,0,0,0,0.348199,4.70E-05,0.035084,4.70E-05,bruteforce
52,1,0,0,0,0,64,6,7744,1023,823,0,1,0,16,0.000266,0,0,0,0,0.348465,0.000266,0.03535,0.000266,bruteforce
332,1,0,0,0,0,64,6,7744,1023,823,280,1,0,24,0,0,0,0,0,0.350736,0.002271,0.037621,0.002271,bruteforce
52,1,0,0,0,0,64,6,64128,1103,1023,0,1,0,16,1.70E-05,0,0,0,0,0.350753,1.70E-05,0.037638,1.70E-05,bruteforce
324,1,0,0,0,0,64,6,64128,1103,1023,272,1,0,24,0,0,0,0,0,0.354173,0.00342,0.041058,0.00342,bruteforce
52,1,0,0,0,0,64,6,7744,999,823,0,2,0,16,0.039408,0,0,0,0,0.358974,0.004801,0.045679,0.039367,bruteforce
76,1,0,0,0,0,64,6,64128,823,999,24,2,0,24,0,0,0,0,0,0.359009,3.50E-05,0.045714,3.50E-05,bruteforce
52,1,0,0,0,0,64,6,7744,999,823,0,3,0,16,0.036785,0,0,0,0,0.358975,-3.40E-05,0.045342,0.036785,bruteforce
76,1,0,0,0,0,64,6,64128,823,999,24,3,0,24,0,0,0,0,0,0.359032,5.70E-05,0.045399,5.70E-05,bruteforce
52,1,0,0,0,0,64,6,7744,999,823,0,4,0,16,0.034691,0,0,0,0,0.358975,-5.70E-05,0.04514,0.034691,bruteforce
76,1,0,0,0,0,64,6,64128,823,999,24,4,0,24,0,0,0,0,0,0.359043,6.80E-05,0.045208,6.80E-05,bruteforce
52,1,0,0,0,0,64,6,7744,1023,823,0,2,0,16,0.000276,0,0,0,0,0.359285,0.000242,0.04599,0.000276,bruteforce
52,1,0,0,0,0,64,6,7744,1023,823,0,3,0,16,0.000253,0,0,0,0,0.359285,0,0.045652,0.000253,bruteforce
52,1,0,0,0,0,64,6,7744,1023,823,0,4,0,16,0.000242,0,0,0,0,0.359285,0,0.04545,0.000242,bruteforce
332,1,0,0,0,0,64,6,7744,1023,823,280,2,0,24,0,0,0,0,0,0.371048,0.011763,0.057753,0.011763,bruteforce
52,1,0,0,0,0,64,6,64128,1103,1023,0,2,0,16,2.00E-05,0,0,0,0,0.371068,2.00E-05,0.057773,2.00E-05,bruteforce
324,1,0,0,0,0,64,6,64128,1103,1023,272,2,0,24,0,0,0,0,0,0.373695,0.002627,0.0604,0.002627,bruteforce
900,1,0,0,0,0,64,6,9728,1295,1103,848,1,0,24,0.031247,0,0,0,0,0.38542,0.011725,0.072305,0.031247,bruteforce
52,1,0,0,0,0,64,6,64128,1951,1295,0,1,0,16,4.40E-05,0,0,0,0,0.385464,4.40E-05,0.072349,4.40E-05,bruteforce
900,1,0,0,0,0,64,6,9728,1295,1103,848,2,0,24,0.011877,0,0,0,0,0.385572,0.000108,0.072277,0.011877,bruteforce
52,1,0,0,0,0,64,6,64128,1951,1295,0,2,0,16,1.40E-05,0,0,0,0,0.385586,1.40E-05,0.072291,1.40E-05,bruteforce
332,1,0,0,0,0,64,6,7744,1023,823,280,3,0,24,0,0,0,0,0,0.386412,0.000826,0.072779,0.027127,bruteforce
52,1,0,0,0,0,64,6,64128,1103,1023,0,3,0,16,1.00E-05,0,0,0,0,0.386422,1.00E-05,0.072789,1.00E-05,bruteforce
324,1,0,0,0,0,64,6,64128,1103,1023,272,3,0,24,0,0,0,0,0,0.38916,0.002738,0.075527,0.002738,bruteforce
68,1,0,0,0,0,64,6,64128,1951,1295,16,1,0,24,0,0,0,0,0,0.389226,6.60E-05,0.076111,0.003762,bruteforce
68,1,0,0,0,0,64,6,64128,1951,1295,16,2,0,24,0,0,0,0,0,0.391472,0.002246,0.078177,0.005886,bruteforce
900,1,0,0,0,0,64,6,9728,1295,1103,848,3,0,24,0.010752,0,0,0,0,0.399912,0.00844,0.086279,0.010752,bruteforce
52,1,0,0,0,0,64,6,64128,1951,1295,0,3,0,16,4.20E-05,0,0,0,0,0.399954,4.20E-05,0.086321,4.20E-05,bruteforce
332,1,0,0,0,0,64,6,7744,1023,823,280,4,0,24,0,0,0,0,0,0.400641,0.000687,0.086806,0.041356,bruteforce
52,1,0,0,0,0,64,6,64128,1103,1023,0,4,0,16,1.80E-05,0,0,0,0,0.400659,1.80E-05,0.086824,1.80E-05,bruteforce
68,1,0,0,0,0,64,6,64128,1951,1295,16,3,0,24,0,0,0,0,0,0.402993,0.002334,0.08936,0.003039,bruteforce
324,1,0,0,0,0,64,6,64128,1103,1023,272,4,0,24,0,0,0,0,0,0.403316,0.000323,0.089481,0.002657,bruteforce
52,1,0,0,0,0,64,6,9728,1295,1103,0,4,0,16,0.000179,0,0,0,0,0.403495,0.000179,0.08966,0.000179,bruteforce
900,1,0,0,0,0,64,6,9728,1295,1103,848,4,0,24,0,0,0,0,0,0.413964,0.010469,0.100129,0.010469,bruteforce
52,1,0,0,0,0,64,6,64128,1951,1295,0,4,0,16,2.60E-05,0,0,0,0,0.41399,2.60E-05,0.100155,2.60E-05,bruteforce
68,1,0,0,0,0,64,6,64128,1951,1295,16,4,0,24,0,0,0,0,0,0.417472,0.003482,0.103637,0.003482,bruteforce
52,1,0,0,0,0,64,6,9728,1311,1951,0,1,0,16,0.040124,0,0,0,0,0.42935,0.011878,0.116235,0.040124,bruteforce
104,1,0,0,0,0,64,6,64128,1951,1311,52,1,0,24,0,0,0,0,0,0.429384,3.40E-05,0.116269,3.40E-05,bruteforce
52,1,0,0,0,0,64,6,9728,1311,1951,0,2,0,16,0.037879,0,0,0,0,0.429351,-3.30E-05,0.116056,0.037879,bruteforce
104,1,0,0,0,0,64,6,64128,1951,1311,52,2,0,24,0,0,0,0,0,0.429406,5.50E-05,0.116111,5.50E-05,bruteforce
52,1,0,0,0,0,64,6,9728,1363,1951,0,1,0,16,0.000209,0,0,0,0,0.429593,0.000187,0.116478,0.000209,bruteforce
104,1,0,0,0,0,64,6,9728,1363,1951,52,1,0,24,0,0,0,0,0,0.429635,4.20E-05,0.11652,4.20E-05,bruteforce
52,1,0,0,0,0,64,6,64128,2003,1363,0,1,0,16,5.00E-06,0,0,0,0,0.42964,5.00E-06,0.116525,5.00E-06,bruteforce
52,1,0,0,0,0,64,6,9728,1363,1951,0,2,0,16,0.000229,0,0,0,0,0.429635,-5.00E-06,0.11634,0.000229,bruteforce
104,1,0,0,0,0,64,6,9728,1363,1951,52,2,0,24,0,0,0,0,0,0.429698,6.30E-05,0.116403,6.30E-05,bruteforce
120,1,0,0,0,0,64,6,64128,2003,1363,68,2,0,24,0.000102,0,0,0,0,0.4298,0.000102,0.116505,0.000102,bruteforce
120,1,0,0,0,0,64,6,64128,2003,1363,68,1,0,24,0,0,0,0,0,0.429839,3.90E-05,0.116724,0.000199,bruteforce
120,1,0,0,0,0,64,6,9728,1431,2003,68,1,0,24,0.007129,0,0,0,0,0.436968,0.007129,0.123853,0.007129,bruteforce
136,1,0,0,0,0,64,6,64128,2071,1431,84,1,0,24,0.000162,0,0,0,0,0.43713,0.000162,0.124015,0.000162,bruteforce
120,1,0,0,0,0,64,6,9728,1431,2003,68,2,0,24,0.007621,0,0,0,0,0.437421,0.000291,0.124126,0.007621,bruteforce
136,1,0,0,0,0,64,6,64128,2071,1431,84,2,0,24,8.80E-05,0,0,0,0,0.437509,8.80E-05,0.124214,8.80E-05,bruteforce
52,1,0,0,0,0,64,6,9728,1311,1951,0,3,0,16,0.035046,0,0,0,0,0.438039,0.00053,0.124406,0.035046,bruteforce
104,1,0,0,0,0,64,6,64128,1951,1311,52,3,0,24,0,0,0,0,0,0.438054,1.50E-05,0.124421,1.50E-05,bruteforce
52,1,0,0,0,0,64,6,9728,1363,1951,0,3,0,16,0.000206,0,0,0,0,0.43826,0.000206,0.124627,0.000206,bruteforce
104,1,0,0,0,0,64,6,9728,1363,1951,52,3,0,24,0,0,0,0,0,0.43826,0,0.124627,0,bruteforce
120,1,0,0,0,0,64,6,64128,2003,1363,68,3,0,24,6.90E-05,0,0,0,0,0.438329,6.90E-05,0.124696,6.90E-05,bruteforce
120,1,0,0,0,0,64,6,9728,1431,2003,68,3,0,24,0.003724,0,0,0,0,0.442053,0.003724,0.12842,0.003724,bruteforce
152,1,0,0,0,0,64,6,64128,2071,1431,100,3,0,24,0.000145,0,0,0,0,0.442198,0.000145,0.128565,0.000145,bruteforce
52,1,0,0,0,0,64,6,9728,1311,1951,0,4,0,16,0.031781,0,0,0,0,0.449253,0.007055,0.135418,0.031781,bruteforce
104,1,0,0,0,0,64,6,64128,1951,1311,52,4,0,24,0,0,0,0,0,0.44929,3.70E-05,0.135455,3.70E-05,bruteforce
52,1,0,0,0,0,64,6,9728,1363,1951,0,4,0,16,0.000602,0,0,0,0,0.449892,0.000602,0.136057,0.000602,bruteforce
104,1,0,0,0,0,64,6,9728,1363,1951,52,4,0,24,0,0,0,0,0,0.449937,4.50E-05,0.136102,4.50E-05,bruteforce
120,1,0,0,0,0,64,6,64128,2003,1363,68,4,0,24,8.20E-05,0,0,0,0,0.450019,8.20E-05,0.136184,8.20E-05,bruteforce
120,1,0,0,0,0,64,6,9728,1431,2003,68,4,0,24,0.003349,0,0,0,0,0.453368,0.003349,0.139533,0.003349,bruteforce
152,1,0,0,0,0,64,6,64128,2071,1431,100,4,0,24,0.000145,0,0,0,0,0.453513,0.000145,0.139678,0.000145,bruteforce
52,1,0,0,0,0,64,6,9728,1515,2071,0,1,0,16,0.031619,0,0,0,0,0.468749,0.015236,0.155634,0.031619,bruteforce
52,1,0,0,0,0,64,6,9728,1515,2071,0,2,0,16,0.031241,0,0,0,0,0.46875,1.00E-06,0.155455,0.031241,bruteforce
52,1,0,0,0,0,64,6,9728,1531,2071,0,3,0,16,0.036946,0,0,0,0,0.479144,0.010394,0.165511,0.036946,bruteforce
52,1,0,0,0,0,64,6,9728,1531,2071,0,4,0,16,0.035192,0,0,0,0,0.488705,0.009561,0.17487,0.035192,bruteforce
120,1,0,0,0,0,64,6,9728,1515,2071,68,1,0,24,0,0,0,0,0,2.520254,2.031549,2.207139,2.051505,bruteforce
120,1,0,0,0,0,64,6,9728,1515,2071,68,2,0,24,0,0,0,0,0,2.520607,0.000353,2.207312,2.051857,bruteforce
152,1,0,0,0,0,64,6,64128,2139,1515,100,1,0,24,0.000527,0,0,0,0,2.520781,0.000174,2.207666,0.000527,bruteforce
120,1,0,0,0,0,64,6,9728,1531,2071,68,3,0,24,0,0,0,0,0,2.520991,0.00021,2.207358,2.041847,bruteforce
52,1,0,0,0,0,64,6,9728,1615,2139,0,1,0,16,0.00049,0,0,0,0,2.521271,0.00028,2.208156,0.00049,bruteforce
120,1,0,0,0,0,64,6,9728,1531,2071,68,4,0,24,0,0,0,0,0,2.529859,0.008588,2.216024,2.041154,bruteforce
152,1,0,0,0,0,64,6,64128,2139,1515,100,2,0,24,0.012975,0,0,0,0,2.533582,0.003723,2.220287,0.012975,bruteforce
136,1,0,0,0,0,64,6,64128,2139,1531,84,4,0,24,0.003825,0,0,0,0,2.533684,0.000102,2.219849,0.003825,bruteforce
136,1,0,0,0,0,64,6,64128,2139,1531,84,3,0,24,0.012779,0,0,0,0,2.53377,8.60E-05,2.220137,0.012779,bruteforce
52,1,0,0,0,0,64,6,9728,1615,2139,0,2,0,16,0.000413,0,0,0,0,2.533995,0.000225,2.2207,0.000413,bruteforce
52,1,0,0,0,0,64,6,9728,1615,2139,0,4,0,16,0.000311,0,0,0,0,2.533995,0,2.22016,0.000311,bruteforce
52,1,0,0,0,0,64,6,9728,1615,2139,0,3,0,16,0.000225,0,0,0,0,2.533995,0,2.220362,0.000225,bruteforce
120,1,0,0,0,0,64,6,9728,1615,2139,68,1,0,24,0,0,0,0,0,4.870427,2.336432,4.557312,2.349156,bruteforce
152,1,0,0,0,0,64,6,64128,2207,1615,100,1,0,24,0.000272,0,0,0,0,4.870699,0.000272,4.557584,0.000272,bruteforce
52,1,0,0,0,0,64,6,9728,1715,2207,0,1,0,16,0.000259,0,0,0,0,4.870958,0.000259,4.557843,0.000259,bruteforce
120,1,0,0,0,0,64,6,9728,1615,2139,68,2,0,24,0,0,0,0,0,4.881105,0.010147,4.56781,2.34711,bruteforce
136,1,0,0,0,0,64,6,64128,2207,1615,84,2,0,24,0.000183,0,0,0,0,4.881288,0.000183,4.567993,0.000183,bruteforce
120,1,0,0,0,0,64,6,9728,1615,2139,68,3,0,24,0,0,0,0,0,4.88154,0.000252,4.567907,2.347545,bruteforce
52,1,0,0,0,0,64,6,9728,1699,2207,0,2,0,16,0.000252,0,0,0,0,4.88154,0,4.568245,0.000252,bruteforce
120,1,0,0,0,0,64,6,9728,1615,2139,68,4,0,24,0,0,0,0,0,4.882245,0.000705,4.56841,2.34825,bruteforce
136,1,0,0,0,0,64,6,64128,2207,1615,84,4,0,24,0.010316,0,0,0,0,4.892561,0.010316,4.578726,0.010316,bruteforce
136,1,0,0,0,0,64,6,64128,2207,1615,84,3,0,24,0.011051,0,0,0,0,4.892591,3.00E-05,4.578958,0.011051,bruteforce
52,1,0,0,0,0,64,6,9728,1699,2207,0,4,0,16,0.000289,0,0,0,0,4.89285,0.000259,4.579015,0.000289,bruteforce
52,1,0,0,0,0,64,6,9728,1699,2207,0,3,0,16,0.000259,0,0,0,0,4.89285,0,4.579217,0.000259,bruteforce
120,1,0,0,0,0,64,6,9728,1715,2207,68,1,0,24,0,0,0,0,0,6.972464,2.079614,6.659349,2.101506,bruteforce
152,1,0,0,0,0,64,6,64128,2275,1715,100,1,0,24,0.000446,0,0,0,0,6.97291,0.000446,6.659795,0.000446,bruteforce
52,1,0,0,0,0,64,6,9728,1815,2275,0,1,0,16,0.000386,0,0,0,0,6.973296,0.000386,6.660181,0.000386,bruteforce
120,1,0,0,0,0,64,6,9728,1699,2207,68,2,0,24,0,0,0,0,0,6.982197,0.008901,6.668902,2.100657,bruteforce
136,1,0,0,0,0,64,6,64128,2275,1699,84,2,0,24,0.001448,0,0,0,0,6.983645,0.001448,6.67035,0.001448,bruteforce
52,1,0,0,0,0,64,6,9728,1783,2275,0,2,0,16,0.000243,0,0,0,0,6.983888,0.000243,6.670593,0.000243,bruteforce
120,1,0,0,0,0,64,6,9728,1699,2207,68,3,0,24,0,0,0,0,0,6.992363,0.008475,6.67873,2.099513,bruteforce
120,1,0,0,0,0,64,6,9728,1699,2207,68,4,0,24,0,0,0,0,0,6.992657,0.000294,6.678822,2.099807,bruteforce
136,1,0,0,0,0,64,6,64128,2275,1699,84,4,0,24,0.001696,0,0,0,0,6.994353,0.001696,6.680518,0.001696,bruteforce
136,1,0,0,0,0,64,6,64128,2275,1699,84,3,0,24,0.002015,0,0,0,0,6.994378,2.50E-05,6.680745,0.002015,bruteforce
52,1,0,0,0,0,64,6,9728,1783,2275,0,4,0,16,0.000314,0,0,0,0,6.994667,0.000289,6.680832,0.000314,bruteforce
52,1,0,0,0,0,64,6,9728,1783,2275,0,3,0,16,0.000289,0,0,0,0,6.994667,0,6.681034,0.000289,bruteforce
120,1,0,0,0,0,64,6,9728,1815,2275,68,1,0,24,0,0,0,0,0,9.013242,2.018575,8.700127,2.039946,bruteforce
136,1,0,0,0,0,64,6,64128,2343,1815,84,1,0,24,0.00048,0,0,0,0,9.013722,0.00048,8.700607,0.00048,bruteforce
52,1,0,0,0,0,64,6,9728,1899,2343,0,1,0,16,0.00027,0,0,0,0,9.013992,0.00027,8.700877,0.00027,bruteforce
120,1,0,0,0,0,64,6,9728,1783,2275,68,2,0,24,0,0,0,0,0,9.022842,0.00885,8.709547,2.038954,bruteforce
136,1,0,0,0,0,64,6,64128,2343,1783,84,2,0,24,0.001673,0,0,0,0,9.024515,0.001673,8.71122,0.001673,bruteforce
52,1,0,0,0,0,64,6,9728,1867,2343,0,2,0,16,0.000247,0,0,0,0,9.024762,0.000247,8.711467,0.000247,bruteforce
120,1,0,0,0,0,64,6,9728,1783,2275,68,3,0,24,0,0,0,0,0,9.032483,0.007721,8.71885,2.037816,bruteforce
120,1,0,0,0,0,64,6,9728,1783,2275,68,4,0,24,0,0,0,0,0,9.032636,0.000153,8.718801,2.037969,bruteforce
136,1,0,0,0,0,64,6,64128,2343,1783,84,3,0,24,0.002633,0,0,0,0,9.035116,0.00248,8.721483,0.002633,bruteforce
136,1,0,0,0,0,64,6,64128,2343,1783,84,4,0,24,0.002504,0,0,0,0,9.03514,2.40E-05,8.721305,0.002504,bruteforce
52,1,0,0,0,0,64,6,9728,1867,2343,0,3,0,16,0.000229,0,0,0,0,9.035345,0.000205,8.721712,0.000229,bruteforce
52,1,0,0,0,0,64,6,9728,1867,2343,0,4,0,16,0.000205,0,0,0,0,9.035345,0,8.72151,0.000205,bruteforce
120,1,0,0,0,0,64,6,9728,1899,2343,68,1,0,24,0,0,0,0,0,11.323814,2.288469,11.010699,2.309822,bruteforce
136,1,0,0,0,0,64,6,64128,2411,1899,84,1,0,24,0.000518,0,0,0,0,11.324332,0.000518,11.011217,0.000518,bruteforce
52,1,0,0,0,0,64,6,9728,1983,2411,0,1,0,16,0.000321,0,0,0,0,11.324653,0.000321,11.011538,0.000321,bruteforce
120,1,0,0,0,0,64,6,9728,1867,2343,68,2,0,24,0,0,0,0,0,11.333921,0.009268,11.020626,2.309159,bruteforce
136,1,0,0,0,0,64,6,64128,2411,1867,84,2,0,24,0.007358,0,0,0,0,11.341279,0.007358,11.027984,0.007358,bruteforce
52,1,0,0,0,0,64,6,9728,1951,2411,0,2,0,16,0.000533,0,0,0,0,11.341812,0.000533,11.028517,0.000533,bruteforce
